StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Gain-Framed Message:_1,Loss-Framed Message:_1,QID1217973024,Q4,Q5,Q6_1,Q11_1,Q12_1,Q13_1,Q21_1,Q44_1,Q14,Q36_1,Q37_1,Q38_1,Q39_1,Q45_1,Q40,Q16,Q17,Q18,Q1,Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q1,Q2,Q3,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q1,Q2,Q3,Q4,Q5,Q6,purchase deal_1,purchase deal_2,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,purchase deal_1,purchase deal_2,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Income_1,Shopping habit_1,FL_14_DO,FL_17_DO,FL_20_DO,FL_23_DO,IVandDV_DO,DefaultQuestionBlock_DO
2025-04-09 01:39:02,2025-04-09 01:46:07,0,104.184.186.103,100,424,1,2025-04-09 01:46:08,R_5DVhdELSpLv7JaJ,,,,,32.4984,-85.0184,anonymous,EN,A1A2EZOAJH5QYC,,5,2,70,2,5,5,6,4,5,7,2,,,,,,,7,2,1,2,2,,,7,2,3,2,,4,4,4,4,3,4,4,4,4,4,3,3,3,,,,,,,,13.256,23.411,26.511,5,5,4,3,1,4,2,3,3,19.144,28.818,30.969,2,,,,,,,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 01:45:57,2025-04-09 01:49:37,0,45.158.195.59,100,220,1,2025-04-09 01:49:38,R_3pJrxr5CTs381sv,,,,,35.2916,-80.8201,anonymous,EN,A3USXNON6Z457U,6,,1,45,2,5,5,6,4,6,7,1,,,,,,,5,2,1,,,4,4,5,2,3,2,,4,3,4,4,3,4,2,4,4,3,3,,3,4.435,6.441,7.71,3,4,3,4,,,,,,,,1,3,1,,,,,,,5,4,4.525,6.651,7.408,3,2,1,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 01:36:19,2025-04-09 01:51:06,0,71.10.50.165,100,886,1,2025-04-09 01:51:07,R_3EC48MXB40q5Egp,,,,,42.7893,-83.7135,anonymous,EN,A14FOFNUBU2P5D,,6,3,43,2,5,7,7,6,6,7,2,,,,,,,4,2,1,,,4,5,4,2,1,2,,4,2,4,4,4,4,2,4,3,4,2,3,3,6.816,113.505,114.503,10,5,4,5,,,,,,,,1,3,2,,,,,,,1,1,74.651,149.305,150.289,9,1,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 01:50:53,2025-04-09 01:56:29,0,139.171.212.106,100,335,1,2025-04-09 01:56:29,R_6YJlN9gFamWI536,,,,,37.751,-97.822,anonymous,EN,A2FHM2F9QKP0O0,,6,3,35,2,5,6,6,5,6,7,1,,,,,,,4,2,2,4,3,,,3,2,2,2,,4,2,3,5,3,4,3,3,3,3,3,3,3,,,,,,,,2.517,6.616,8.908,3,4,4,4,1,2,2,,,,,,,4,4,6.073,6.834,9.553,2,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 02:15:10,2025-04-09 02:17:24,0,45.81.26.159,100,133,1,2025-04-09 02:17:25,R_3MS46ApkWZRetYB,,,,,35.2916,-80.8201,anonymous,EN,A1V1RJ47RN1PIN,6,,1,41,1,6,5,6,4,5,7,1,,,,,,,4,1,1,,,4,4,4,1,3,2,,4,2,4,4,4,3,2,3,4,4,2,4,4,1.959,3.642,4.717,3,4,3,4,,,,,,,,2,2,1,5,5,2.849,3.406,4.868,2,,,,,,,2,1,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 02:24:01,2025-04-09 02:29:25,0,140.177.160.132,100,324,1,2025-04-09 02:29:26,R_7mlqsXrAzdxeFDr,,,,,40.6161,-89.4635,anonymous,EN,A7HBBL9DQ1JZ,6,,1,43,2,6,6,5,4,4,7,3,,,,,,,4,2,1,2,1,,,4,2,2,1,,3,2,3,3,3,3,2,2,3,3,2,3,3,,,,,,,,16.026,28.387,29.872,7,5,4,4,1,2,2,2,3,1.134,24.879,25.299,6,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 02:31:53,2025-04-09 02:37:00,0,75.136.154.88,100,306,1,2025-04-09 02:37:01,R_7k12jTN4rQn2kUh,,,,,34.9379,-82.1451,anonymous,EN,A1JZI9YO5DGXJC,,1,3,48,1,3,,,,,,,4,4,2,3,7,1,5,1,1,,,1,2,5,1,2,2,,2,2,4,3,2,2,2,4,3,2,2,2,2,,,,,,,,13.062,19.738,20.3,3,5,4,3,2,3,1,,,,,,,7,1,11.036,16.652,18.162,3,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 02:22:42,2025-04-09 02:38:47,0,68.54.248.22,100,964,1,2025-04-09 02:38:48,R_5CCFfPySEJrb9vP,,,,,42.1955,-83.4894,anonymous,EN,A3NZB7Y6YRNFX6,,7,1,51,1,7,,,,,,,1,4,2,1,7,3,5,1,1,5,5,,,5,1,2,1,,1,1,4,3,3,2,1,4,3,3,1,5,4,3.553,7.553,10.117,3,4,2,3,,,,,,,,2,3,3,1,1,5.686,7.069,8.358,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 02:34:01,2025-04-09 02:38:58,0,75.180.44.54,100,297,1,2025-04-09 02:38:58,R_7QYFCDSMmljZdDr,,,,,38.7317,-82.9977,anonymous,EN,A2XOM1WANMBOY1,,5,3,47,1,1,,,,,,,5,5,4,5,7,3,5,1,1,,,1,4,5,1,1,1,,1,1,5,3,2,1,1,5,4,4,1,1,1,,,,,,,,8.17,12.258,13.047,3,4,4,4,2,3,2,1,1,10.379,12.631,14.082,2,,,,,,,2,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 02:38:59,2025-04-09 02:43:38,0,174.101.136.252,100,279,1,2025-04-09 02:43:39,R_50jaUYty31aMcOf,,,,,39.0735,-84.3674,anonymous,EN,A35B8NF10UDORC,,6,2,50,1,6,,,,,,,4,4,5,4,7,1,5,1,1,,,3,3,5,1,4,3,,3,3,3,3,2,3,3,4,3,3,3,3,2,,,,,,,,7.803,15.744,18.602,4,3,1,3,2,3,2,,,,,,,3,2,17.267,26.2,27.046,5,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 02:35:20,2025-04-09 02:43:46,0,73.158.44.205,100,505,1,2025-04-09 02:43:47,R_7PmLQoz5ee5sfet,,,,,37.8075,-122.2644,anonymous,EN,A3H2U99J1MU7VF,7,,2,59,2,4,,,,,,,6,4,5,4,7,1,6,2,1,4,3,,,6,2,1,1,,4,2,2,3,2,3,2,2,3,3,3,3,4,10.362,16.698,17.397,3,4,4,3,,,,,,,,1,4,2,,,,,,,4,2,22.516,49.404,50.528,4,1,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 02:39:45,2025-04-09 02:43:57,0,172.56.160.23,100,252,1,2025-04-09 02:43:58,R_54IZjxmNhN3nI0F,,,,,40.7035,-73.9235,anonymous,EN,A3RIRPQUI0EC6D,5,,1,47,2,5,6,7,5,6,7,3,,,,,,,5,2,2,2,3,,,5,2,2,1,,4,3,3,3,3,4,3,3,3,3,3,3,3,6.784,19.892,20.784,15,5,3,3,,,,,,,,1,3,2,,,,,,,5,2,1.633,11.934,12.601,8,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 02:40:09,2025-04-09 02:43:59,0,66.128.192.16,100,229,1,2025-04-09 02:43:59,R_7OrDpvIi38ov4Mi,,,,,37.751,-97.822,anonymous,EN,A4RU5ZF0INCGM,,6,1,27,2,6,4,3,5,3,7,2,,,,,,,3,2,3,,,3,2,3,2,2,3,,3,3,3,4,2,4,2,2,4,3,5,3,5,1.615,10.229,11.356,6,4,5,4,,,,,,,,1,2,3,,,,,,,5,6,1.604,8.36,9.946,5,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 02:43:33,2025-04-09 02:47:14,0,152.11.177.101,100,221,1,2025-04-09 02:47:15,R_3EhjmD3t3lNU4L3,,,,,36.143,-80.3073,anonymous,EN,A16E8BQLG16N3F,,2,3,31,1,3,5,5,5,4,7,3,,,,,,,3,1,1,,,2,2,3,1,3,2,,2,2,2,3,3,3,2,2,3,3,2,2,3,,,,,,,,15.762,19.411,19.958,3,4,3,3,2,2,1,,,,,,,2,4,5.604,10.22,11.601,3,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 02:41:57,2025-04-09 02:47:34,0,108.56.169.150,100,336,1,2025-04-09 02:47:35,R_3Bzk4zvwBGsEzLz,,,,,39.109,-77.2489,anonymous,EN,A2T76WC6F2XW6N,6,,2,53,1,6,,,,,,,5,3,5,4,7,3,5,1,1,3,1,,,5,1,4,3,,4,2,3,3,4,4,,3,3,4,3,3,2,,,,,,,,12.113,17.607,18.552,4,4,2,2,2,3,3,,,,,,,1,1,17.132,21.722,22.78,2,3,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 02:52:17,2025-04-09 02:55:26,0,68.132.12.108,100,188,1,2025-04-09 02:55:27,R_3ByrJPOz9nPUME8,,,,,40.5468,-74.1804,anonymous,EN,A1YYO9SJRZ6LUY,7,,1,37,2,7,,,,,,,7,7,7,7,7,1,4,2,3,,,4,4,4,2,4,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,2.723,10.494,11.177,7,5,5,5,,,,,,,,1,2,3,,,,,,,7,7,1.274,8.687,10.671,5,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 02:57:18,2025-04-09 03:00:23,0,162.206.78.78,100,184,1,2025-04-09 03:00:23,R_52pW2lhJTFUK9WN,,,,,37.386,-122.0144,anonymous,EN,A2LZ75RY3NUVBH,7,,2,27,2,5,,,,,,,6,4,4,4,7,2,3,2,2,,,3,2,3,2,3,4,,2,3,2,2,2,3,3,2,2,2,2,3,4,7.615,13.381,14.052,5,3,3,3,,,,,,,,1,2,2,4,2,5.34,10.508,12.576,3,,,,,,,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 02:56:32,2025-04-09 03:01:38,0,35.145.126.152,100,305,1,2025-04-09 03:01:38,R_52lUtOfppmez4TP,,,,,27.9697,-80.6486,anonymous,EN,A10WZ8GK49KCJ1,1,,1,55,1,5,5,6,5,4,7,1,,,,,,,6,1,2,1,2,,,6,1,3,2,,1,3,3,4,4,1,3,3,3,4,1,3,3,,,,,,,,13.923,22.556,23.175,4,5,5,3,2,3,2,,,,,,,4,4,5.552,6.128,7.604,2,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 03:02:56,2025-04-09 03:09:18,0,173.23.36.129,100,382,1,2025-04-09 03:09:19,R_5Wx8VWExnlnZuJF,,,,,36.5246,-76.1783,anonymous,EN,A12NV2EJBTXRE,7,,3,41,2,4,6,6,4,4,7,3,,,,,,,4,2,1,2,3,,,4,2,2,2,,4,4,5,3,3,4,4,5,3,3,2,3,3,4.691,22.394,23.697,7,5,4,4,,,,,,,,1,2,2,,,,,,,5,4,7.818,13.917,18.724,3,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 03:21:49,2025-04-09 03:26:13,0,24.101.237.151,100,263,1,2025-04-09 03:26:13,R_7B3Bs3CP6NeGI0Z,,,,,41.0996,-80.7523,anonymous,EN,A2QBU2V7UU9A40,6,,2,34,1,4,,,,,,,6,5,3,5,7,1,3,1,3,,,2,2,3,1,3,4,,4,3,5,3,3,4,3,5,2,3,4,2,3,2.033,9.8,11.099,7,4,4,4,,,,,,,,2,2,2,3,3,1.078,9.181,9.812,7,,,,,,,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 03:22:20,2025-04-09 03:27:35,0,166.199.169.9,100,314,1,2025-04-09 03:27:36,R_1Hxw0kxfR5lOcal,,,,,32.3012,-90.1834,anonymous,EN,A2JES6GMR9DNUA,6,,3,50,2,6,6,5,6,6,7,1,,,,,,,5,2,2,,,4,3,5,2,1,3,,3,3,3,5,5,3,3,3,5,5,3,3,3,,,,,,,,4.864,25.58,26.5,13,4,1,3,1,3,2,,,,,,,1,1,1.355,15.558,16.601,9,1,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 03:28:03,2025-04-09 03:31:32,0,68.56.233.94,100,208,1,2025-04-09 03:31:32,R_7jpqleDOzl2MjPV,,,,,42.518,-83.1576,anonymous,EN,A3N1EOHW0REUUI,7,,2,24,2,5,,,,,,,3,2,2,4,7,3,2,2,1,1,3,,,2,2,4,2,,4,2,4,4,3,4,3,4,3,3,3,3,3,,,,,,,,1.988,10.558,11.228,12,5,4,5,1,1,2,1,1,2.235,8.388,9.072,8,,,,,,,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 03:36:11,2025-04-09 03:42:00,0,66.207.3.145,100,348,1,2025-04-09 03:42:00,R_6YVPyzQwb037sbM,,,,,41.4221,-91.0371,anonymous,EN,ALLAOJV83NU5Q,,5,1,54,1,5,,,,,,,6,6,4,5,7,3,5,1,1,1,2,,,5,1,1,2,,3,4,4,3,3,4,5,4,3,4,2,3,3,9.038,14.877,16.195,3,5,3,3,,,,,,,,2,3,2,1,1,19.668,21.83,22.609,2,,,,,,,2,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 03:38:51,2025-04-09 03:42:42,0,67.253.243.7,100,230,1,2025-04-09 03:42:42,R_63pPM3IozTCRvmF,,,,,45.1073,-67.4736,anonymous,EN,A2TWDRRKTWW725,,4,1,25,2,5,6,7,6,7,7,2,,,,,,,3,2,1,4,3,,,3,2,2,4,,5,4,4,4,4,5,4,4,4,4,3,3,3,,,,,,,,7.911,13.482,14.092,4,4,2,2,1,1,2,1,1,10.744,11.881,13.099,2,,,,,,,2,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 03:38:32,2025-04-09 03:45:03,0,174.70.126.108,100,390,1,2025-04-09 03:45:03,R_1uDSoZPslJE1pBc,,,,,29.9481,-90.207,anonymous,EN,A1S21CXJ6Y2Y1W,,1,1,34,2,4,5,2,4,4,7,3,,,,,,,3,2,1,,,3,2,3,2,2,1,,2,3,4,3,2,2,2,4,3,2,1,2,2,2.371,12.728,13.534,6,3,3,3,,,,,,,,1,2,2,4,4,2.246,11.342,13.056,6,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 03:35:12,2025-04-09 03:46:06,0,68.204.255.201,100,654,1,2025-04-09 03:46:07,R_3dceimmE0U6IWRa,,,,,28.4113,-81.7812,anonymous,EN,AWU0UR9TWPC7Z,,4,1,43,2,6,,,,,,,6,7,6,7,7,1,4,2,3,,,3,3,4,2,3,2,,2,3,4,3,4,2,2,4,4,4,2,4,3,40.163,93.597,94.926,3,5,2,2,,,,,,,,1,3,3,,,,,,,1,1,8.53,10.058,11.128,2,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 03:40:15,2025-04-09 03:48:32,0,24.243.230.239,100,496,1,2025-04-09 03:48:32,R_5XJky7HbYzwEMsF,,,,,31.1241,-97.9031,anonymous,EN,A3AGU4FBSDDVYS,,5,3,67,2,4,7,6,4,6,7,1,,,,,,,7,2,1,,,3,2,7,2,2,2,,4,2,3,2,3,4,2,3,2,3,3,3,3,,,,,,,,40.411,53.947,55.717,3,4,3,3,1,4,2,1,1,34.037,38.888,40.93,2,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 03:42:33,2025-04-09 03:49:47,0,172.56.89.4,100,433,1,2025-04-09 03:49:47,R_141aAiQKZa5vU6s,,,,,30.3773,-97.71,anonymous,EN,A1FCMW5LIH9VBW,3,,2,41,2,3,,,,,,,2,4,1,4,7,2,4,2,2,1,2,,,4,2,1,4,,3,1,2,5,3,4,1,1,2,3,3,2,2,,,,,,,,9.335,14.356,16.252,3,5,5,4,1,2,2,5,1,15.161,21.709,24.191,3,,,,,,,1,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 03:50:09,2025-04-09 03:53:53,0,24.214.151.44,100,224,1,2025-04-09 03:53:54,R_6RNVqMY7DLtlIYW,,,,,40.1117,-82.9728,anonymous,EN,AYMCJD0B58RZZ,,5,1,29,1,5,,,,,,,5,5,4,4,7,3,3,1,1,2,3,,,3,1,2,4,,4,2,3,3,3,4,2,3,3,3,3,3,3,7.666,11.186,12.836,3,4,2,2,,,,,,,,2,2,2,2,5,5.885,10.395,11.731,3,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 03:53:46,2025-04-09 03:57:17,0,75.97.2.251,100,210,1,2025-04-09 03:57:17,R_794ZYBbSHAV4ezL,,,,,40.2332,-76.1372,anonymous,EN,A3GKI9XGPHKKQX,,7,1,46,2,6,4,6,4,4,7,1,,,,,,,5,2,1,,,4,4,5,2,2,2,,1,2,5,2,2,2,3,5,3,2,2,5,3,5.132,8.26,8.907,3,4,2,2,,,,,,,,1,3,3,,,,,,,1,7,7.342,8.624,9.631,2,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 03:51:42,2025-04-09 03:57:36,0,70.189.47.239,100,354,1,2025-04-09 03:57:37,R_5Hq2h9EUFY5z0gG,,,,,30.209,-92.0607,anonymous,EN,A1L4TKDNG5FE9P,,7,1,31,1,5,1,4,1,1,7,3,,,,,,,3,1,1,1,1,,,3,1,2,2,,1,4,4,3,2,1,1,4,4,2,3,3,3,7.776,10.262,13.106,3,3,1,1,,,,,,,,2,2,2,,,,,,,1,1,3.234,3.779,6.421,2,2,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 03:50:44,2025-04-09 04:03:25,0,172.56.15.228,100,761,1,2025-04-09 04:03:25,R_3B8L6YgBhIOam65,,,,,38.6353,-121.4558,anonymous,EN,a6nqq3b2734mu,,3,2,36,2,5,6,5,6,4,7,1,,,,,,,4,2,2,,,4,5,4,2,2,2,,2,2,3,3,3,2,2,4,3,3,2,2,3,,,,,,,,20.729,24.654,25.255,5,4,4,2,1,2,2,2,2,8.009,10.87,11.716,3,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 03:58:09,2025-04-09 04:03:30,0,38.194.177.28,100,320,1,2025-04-09 04:03:30,R_140riMo6Iw2n3DI,,,,,41.2737,-82.8416,anonymous,EN,AKR0F91UVBKFM,,5,3,56,1,3,,,,,,,5,5,4,5,7,1,6,1,1,4,3,,,6,1,2,2,,4,3,3,4,3,4,,3,4,3,3,2,2,,,,,,,,12.174,20.034,20.817,3,3,2,3,2,3,1,,,,,,,4,2,13.366,19.247,20.039,2,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 03:59:14,2025-04-09 04:03:46,0,68.109.20.53,100,271,1,2025-04-09 04:03:47,R_6zbC1Bayr387mjd,,,,,41.6842,-71.2649,anonymous,EN,A1QZFDSPKO9TNY,,4,1,49,1,3,5,6,4,4,7,3,,,,,,,5,1,1,,,3,1,5,1,4,1,,3,3,3,3,2,2,3,3,3,2,2,2,2,,,,,,,,8.127,43.444,44.184,4,5,3,3,2,3,1,3,1,10.273,14.907,15.81,3,,,,,,,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 04:00:06,2025-04-09 04:04:44,0,206.74.105.218,100,277,1,2025-04-09 04:04:44,R_7BxRaFZyHKJXjye,,,,,34.3771,-82.3473,anonymous,EN,A2S1lS5N1X1KV,,4,3,57,2,4,,,,,,,2,3,3,3,7,1,6,2,1,4,3,,,6,2,1,3,,4,3,4,4,3,4,4,5,4,3,3,2,2,6.888,9.665,10.738,3,4,3,3,,,,,,,,1,3,2,2,3,14.73,17.95,24.747,2,,,,,,,3,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 04:07:37,2025-04-09 04:11:39,0,24.140.177.206,100,241,1,2025-04-09 04:11:39,R_5eqpsNyRJEZyYok,,,,,40.8116,-81.4973,anonymous,EN,A3797G2O6PW1F4,,2,1,41,2,5,7,7,5,6,7,3,,,,,,,4,2,3,,,2,2,4,2,2,3,,2,3,3,3,4,4,4,4,3,4,3,3,2,0,0,9.05,0,5,5,4,,,,,,,,2,2,2,5,2,0,0,12.503,0,,,,,,,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 04:12:57,2025-04-09 04:19:22,0,75.166.117.116,100,384,1,2025-04-09 04:19:22,R_5EWYE8xGdFjBIkw,,,,,39.7628,-105.0263,anonymous,EN,A1KLQH170WD0JP,,7,2,66,1,7,,,,,,,1,4,1,1,7,3,7,1,1,,,1,1,7,1,3,3,,4,2,5,3,3,4,2,5,3,4,2,4,3,,,,,,,,4.48,21.207,22.655,6,4,4,3,2,4,3,1,1,13.367,21.303,22.862,3,,,,,,,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 04:15:00,2025-04-09 04:19:30,0,47.134.111.55,100,269,1,2025-04-09 04:19:30,R_54efu3emG8BwbrO,,,,,36.9779,-76.6329,anonymous,EN,A3RV244SU9QV4D,,7,1,34,1,5,4,7,3,4,7,2,,,,,,,3,1,1,3,3,,,3,1,2,2,,4,1,4,3,3,4,2,4,3,3,2,3,4,,,,,,,,1.746,9.79,10.524,8,3,1,3,2,2,2,,,,,,,1,1,1.114,9.863,10.633,6,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 04:16:56,2025-04-09 04:20:23,0,136.226.52.116,100,207,1,2025-04-09 04:20:24,R_5dXRGG1U9Y0dYzn,,,,,38.9609,-77.3429,anonymous,EN,A3TUAUXK9OP8IJ,,1,2,31,2,4,6,6,6,6,5,1,,,,,,,3,2,2,,,4,3,3,2,3,2,,4,2,1,4,3,4,2,1,3,3,3,2,3,9.839,14.634,15.536,3,3,4,4,,,,,,,,1,2,2,,,,,,,5,4,3.222,3.665,4.493,2,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 04:17:47,2025-04-09 04:22:27,0,73.150.48.207,100,279,1,2025-04-09 04:22:27,R_3rrfOSj6rGs6ty0,,,,,39.884,-74.9721,anonymous,EN,A7JD9B7VLMWCC,,4,1,47,2,6,6,6,4,4,7,1,,,,,,,6,2,2,1,1,,,6,2,4,2,,3,2,2,2,2,3,2,2,3,3,3,2,2,,,,,,,,8.219,11.95,12.502,4,5,4,4,1,3,2,2,2,11.8,12.783,13.862,2,,,,,,,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 04:17:40,2025-04-09 04:23:02,0,108.49.29.232,100,321,1,2025-04-09 04:23:03,R_3vYRh9qTMiGwDcX,,,,,42.509,-71.1984,anonymous,EN,A1XPDQT2XLZHAD,4,,3,62,1,4,6,6,5,5,7,3,,,,,,,6,1,1,2,1,,,6,1,4,2,,4,2,2,4,3,4,2,4,4,2,3,2,2,8.748,20.811,21.465,5,4,3,3,,,,,,,,2,4,2,4,3,1.271,19.364,20.161,5,,,,,,,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 04:24:20,2025-04-09 04:28:23,0,108.39.117.152,100,243,1,2025-04-09 04:28:25,R_5qWIXhkVpyO645i,,,,,36.8009,-76.4227,anonymous,EN,A21BIPZ23HACT,6,,1,46,2,4,6,7,5,5,7,2,,,,,,,5,2,1,,,3,2,5,2,4,2,,4,2,2,4,4,4,3,3,4,4,3,3,2,6.754,9.747,10.399,3,5,3,4,,,,,,,,1,3,3,2,6,9.05,11.433,12.795,2,,,,,,,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 04:25:22,2025-04-09 04:30:09,0,148.74.138.231,100,287,1,2025-04-09 04:30:10,R_3WZRxoFDVfr7Pri,,,,,40.1201,-74.0594,anonymous,EN,ANMAPKRHPGWX1,,3,3,66,2,2,6,5,5,4,7,3,,,,,,,7,2,2,,,3,2,7,2,1,2,,1,1,2,3,3,1,1,2,3,3,1,2,3,,,,,,,,10.773,16.643,17.518,4,5,4,4,1,4,1,1,1,19.63,20.972,22.965,2,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 04:28:30,2025-04-09 04:31:20,0,165.85.172.222,100,170,1,2025-04-09 04:31:20,R_3Ps0y94XX7OOBRT,,,,,39.7837,-77.3584,anonymous,EN,A26QUOLUXNKP3U,,5,1,47,1,6,,,,,,,6,5,5,6,7,1,5,1,1,2,2,,,5,1,4,3,,4,3,3,4,4,4,3,3,4,3,4,4,3,,,,,,,,4.087,6.86,7.459,4,4,4,4,2,3,2,3,3,5.294,6.63,8.193,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
